time_s,time_ns,time_ps,p_left,p_right,population_imbalance,omega_rad_s,tau_p_s
1.7591817858499766e-08,17.591817858499766,17591.817858499766,0.9902339452179142,0.009766054782085809,-0.9804678904358284,11253517.47192591,2.7916539530214507e-07
1.773143546055135e-08,17.73143546055135,17731.43546055135,0.9900788300510217,0.009921169948978292,-0.9801576601020434,11253517.47192591,2.7916539530214507e-07
1.7871053062602937e-08,17.871053062602936,17871.053062602936,0.9899225050584963,0.010077494941503728,-0.9798450101169927,11253517.47192591,2.7916539530214507e-07
1.8010670664654524e-08,18.010670664654523,18010.670664654524,0.9897649706262472,0.010235029373752758,-0.9795299412524945,11253517.47192591,2.7916539530214507e-07
1.8150288266706107e-08,18.150288266706106,18150.288266706106,0.9896062271431696,0.010393772856830408,-0.9792124542863392,11253517.47192591,2.7916539530214507e-07
1.8289905868757694e-08,18.289905868757696,18289.905868757694,0.9894462750011429,0.010553724998857095,-0.9788925500022858,11253517.47192591,2.7916539530214507e-07
1.8429523470809278e-08,18.42952347080928,18429.52347080928,0.9892851145950308,0.010714885404969288,-0.9785702291900615,11253517.47192591,2.7916539530214507e-07
1.8569141072860865e-08,18.569141072860866,18569.141072860864,0.9891227463226792,0.010877253677320842,-0.9782454926453583,11253517.47192591,2.7916539530214507e-07
1.870875867491245e-08,18.70875867491245,18708.75867491245,0.9889591705849162,0.011040829415083775,-0.9779183411698325,11253517.47192591,2.7916539530214507e-07
1.8848376276964036e-08,18.848376276964036,18848.376276964034,0.9887943877855505,0.011205612214449434,-0.977588775571101,11253517.47192591,2.7916539530214507e-07
1.898799387901562e-08,18.98799387901562,18987.99387901562,0.9886283983313708,0.011371601668629161,-0.9772567966627417,11253517.47192591,2.7916539530214507e-07
1.9127611481067207e-08,19.127611481067206,19127.611481067208,0.9884612026321443,0.01153879736785568,-0.9769224052642886,11253517.47192591,2.7916539530214507e-07
1.926722908311879e-08,19.267229083118792,19267.22908311879,0.9882928011006162,0.01170719889938382,-0.9765856022012325,11253517.47192591,2.7916539530214507e-07
1.9406846685170378e-08,19.40684668517038,19406.846685170378,0.9881231941525082,0.01187680584749179,-0.9762463883050163,11253517.47192591,2.7916539530214507e-07
1.954646428722196e-08,19.546464287221962,19546.464287221963,0.987952382206518,0.012047617793481957,-0.9759047644130361,11253517.47192591,2.7916539530214507e-07
1.9686081889273548e-08,19.68608188927355,19686.081889273548,0.987780365684318,0.01221963431568196,-0.9755607313686361,11253517.47192591,2.7916539530214507e-07
1.9825699491325132e-08,19.825699491325132,19825.699491325133,0.9876071450105541,0.012392854989445923,-0.9752142900211083,11253517.47192591,2.7916539530214507e-07
1.996531709337672e-08,19.96531709337672,19965.317093376718,0.9874327206128448,0.012567279387155184,-0.9748654412256896,11253517.47192591,2.7916539530214507e-07
2.0104934695428303e-08,20.1049346954283,20104.934695428303,0.9872570929217803,0.012742907078219623,-0.9745141858435606,11253517.47192591,2.7916539530214507e-07
2.024455229747989e-08,20.24455229747989,20244.55229747989,0.9870802623709214,0.012919737629078665,-0.9741605247418428,11253517.47192591,2.7916539530214507e-07
2.0384169899531474e-08,20.384169899531475,20384.169899531473,0.9869022293967977,0.013097770603202274,-0.9738044587935955,11253517.47192591,2.7916539530214507e-07
2.052378750158306e-08,20.52378750158306,20523.78750158306,0.986722994438908,0.013277005561092015,-0.973445988877816,11253517.47192591,2.7916539530214507e-07
2.0663405103634644e-08,20.663405103634645,20663.405103634643,0.9865425579397178,0.01345744206028221,-0.9730851158794356,11253517.47192591,2.7916539530214507e-07
2.080302270568623e-08,20.80302270568623,20803.02270568623,0.9863609203446588,0.013639079655341169,-0.9727218406893177,11253517.47192591,2.7916539530214507e-07
2.0942640307737815e-08,20.942640307737815,20942.640307737816,0.9861780821021281,0.013821917897871905,-0.9723561642042562,11253517.47192591,2.7916539530214507e-07
2.1082257909789402e-08,21.0822579097894,21082.2579097894,0.9859940436634864,0.014005956336513636,-0.9719880873269728,11253517.47192591,2.7916539530214507e-07
